ID,DATE,COD_ACCOUNT,ACCOUNT,Short_CLASS,CLASS,REVENUE/EXPENSES,BUDGET
867,2/29/2024,60730,60730 Legal Fees,G&A,General & Administrative,EXPENSES,"8,200 "
868,2/29/2024,60740,60740 Recruiting Fees,G&A,General & Administrative,EXPENSES,"27,800 "
869,2/29/2024,80100,80100 Depreciation Expense,G&A,General & Administrative,EXPENSES,"2,000 "
870,2/29/2024,80200,80200 Interest Expense,G&A,General & Administrative,EXPENSES,"2,900 "
871,2/29/2024,60400,60400 Dues & Subscriptions,R&D,Research & Development,EXPENSES,"3,000 "
872,2/29/2024,60810,60810 Salary & Wages,R&D,Research & Development,EXPENSES,"99,000 "
873,2/29/2024,60820,60820 Payroll Taxes,R&D,Research & Development,EXPENSES,"7,920 "
874,2/29/2024,60830,60830 Health Insurance,R&D,Research & Development,EXPENSES,"9,900 "
875,2/29/2024,60840,60840 Payroll Processing Fees,R&D,Research & Development,EXPENSES,"2,475 "
876,2/29/2024,60100,60100 Advertising & Marketing,S&M,Sales & Marketing,EXPENSES,"40,000 "
877,2/29/2024,60810,60810 Salary & Wages,S&M,Sales & Marketing,EXPENSES,"76,000 "
878,2/29/2024,60820,60820 Payroll Taxes,S&M,Sales & Marketing,EXPENSES,"6,080 "
879,2/29/2024,60830,60830 Health Insurance,S&M,Sales & Marketing,EXPENSES,"7,600 "
880,2/29/2024,60840,60840 Payroll Processing Fees,S&M,Sales & Marketing,EXPENSES,"1,900 "
881,3/31/2024,60810,60810 Salary & Wages,CS,Customer Support,EXPENSES,"66,500 "
882,3/31/2024,60820,60820 Payroll Taxes,CS,Customer Support,EXPENSES,"5,320 "
883,3/31/2024,60830,60830 Health Insurance,CS,Customer Support,EXPENSES,"6,650 "
884,3/31/2024,60840,60840 Payroll Processing Fees,CS,Customer Support,EXPENSES,"1,663 "
885,3/31/2024,40200,40200 Product Revenue,G&A,General & Administrative,REVENUE,"135,000 "
886,3/31/2024,40100,40100 SaaS Revenue,G&A,General & Administrative,REVENUE,"475,000 "
887,3/31/2024,50210,50210 Product Costs,G&A,General & Administrative,EXPENSES,"80,000 "
888,3/31/2024,50100,50100 Web Domain & Hosting Fees,G&A,General & Administrative,EXPENSES,"23,750 "
889,3/31/2024,50200,50200 Merchant Account Fees,G&A,General & Administrative,EXPENSES,"24,400 "
890,3/31/2024,60100,60100 Advertising & Marketing,G&A,General & Administrative,EXPENSES,"36,500 "
891,3/31/2024,60500,60500 Insurance,G&A,General & Administrative,EXPENSES,"4,100 "
892,3/31/2024,60620,60620 Rent & Lease,G&A,General & Administrative,EXPENSES,"5,100 "
893,3/31/2024,60630,60630 Utilities,G&A,General & Administrative,EXPENSES,"16,500 "
894,3/31/2024,60810,60810 Salary & Wages,G&A,General & Administrative,EXPENSES,"51,000 "
895,3/31/2024,60820,60820 Payroll Taxes,G&A,General & Administrative,EXPENSES,"4,080 "
896,3/31/2024,60830,60830 Health Insurance,G&A,General & Administrative,EXPENSES,"5,100 "
897,3/31/2024,60840,60840 Payroll Processing Fees,G&A,General & Administrative,EXPENSES,"1,275 "
898,3/31/2024,60850,60850 Commissions Expense,G&A,General & Administrative,EXPENSES,"53,500 "
899,3/31/2024,60710,60710 Accounting Fees,G&A,General & Administrative,EXPENSES,"9,200 "
900,3/31/2024,60720,60720 Consulting Fees,G&A,General & Administrative,EXPENSES,"5,500 "
901,3/31/2024,60730,60730 Legal Fees,G&A,General & Administrative,EXPENSES,"8,200 "
902,3/31/2024,60740,60740 Recruiting Fees,G&A,General & Administrative,EXPENSES,"27,800 "
903,3/31/2024,80100,80100 Depreciation Expense,G&A,General & Administrative,EXPENSES,"2,000 "
904,3/31/2024,80200,80200 Interest Expense,G&A,General & Administrative,EXPENSES,"2,900 "
905,3/31/2024,60400,60400 Dues & Subscriptions,R&D,Research & Development,EXPENSES,"3,000 "
906,3/31/2024,60810,60810 Salary & Wages,R&D,Research & Development,EXPENSES,"99,000 "
907,3/31/2024,60820,60820 Payroll Taxes,R&D,Research & Development,EXPENSES,"7,920 "
908,3/31/2024,60830,60830 Health Insurance,R&D,Research & Development,EXPENSES,"9,900 "
909,3/31/2024,60840,60840 Payroll Processing Fees,R&D,Research & Development,EXPENSES,"2,475 "
910,3/31/2024,60100,60100 Advertising & Marketing,S&M,Sales & Marketing,EXPENSES,"41,000 "
911,3/31/2024,60810,60810 Salary & Wages,S&M,Sales & Marketing,EXPENSES,"77,500 "
912,3/31/2024,60820,60820 Payroll Taxes,S&M,Sales & Marketing,EXPENSES,"6,200 "
913,3/31/2024,60830,60830 Health Insurance,S&M,Sales & Marketing,EXPENSES,"7,750 "
914,3/31/2024,60840,60840 Payroll Processing Fees,S&M,Sales & Marketing,EXPENSES,"1,938 "
915,4/30/2024,60810,60810 Salary & Wages,CS,Customer Support,EXPENSES,"66,500 "
916,4/30/2024,60820,60820 Payroll Taxes,CS,Customer Support,EXPENSES,"5,320 "
917,4/30/2024,60830,60830 Health Insurance,CS,Customer Support,EXPENSES,"6,650 "
918,4/30/2024,60840,60840 Payroll Processing Fees,CS,Customer Support,EXPENSES,"1,663 "
919,4/30/2024,40200,40200 Product Revenue,G&A,General & Administrative,REVENUE,"137,500 "
920,4/30/2024,40100,40100 SaaS Revenue,G&A,General & Administrative,REVENUE,"475,000 "
921,4/30/2024,50210,50210 Product Costs,G&A,General & Administrative,EXPENSES,"85,000 "
922,4/30/2024,50100,50100 Web Domain & Hosting Fees,G&A,General & Administrative,EXPENSES,"23,750 "
923,4/30/2024,50200,50200 Merchant Account Fees,G&A,General & Administrative,EXPENSES,"24,500 "
924,4/30/2024,60100,60100 Advertising & Marketing,G&A,General & Administrative,EXPENSES,"37,200 "
925,4/30/2024,60500,60500 Insurance,G&A,General & Administrative,EXPENSES,"4,100 "
926,4/30/2024,60620,60620 Rent & Lease,G&A,General & Administrative,EXPENSES,"5,100 "
927,4/30/2024,60630,60630 Utilities,G&A,General & Administrative,EXPENSES,"16,500 "
928,4/30/2024,60810,60810 Salary & Wages,G&A,General & Administrative,EXPENSES,"56,000 "
929,4/30/2024,60820,60820 Payroll Taxes,G&A,General & Administrative,EXPENSES,"4,480 "
930,4/30/2024,60830,60830 Health Insurance,G&A,General & Administrative,EXPENSES,"5,600 "
931,4/30/2024,60840,60840 Payroll Processing Fees,G&A,General & Administrative,EXPENSES,"1,400 "
932,4/30/2024,60850,60850 Commissions Expense,G&A,General & Administrative,EXPENSES,"55,800 "
933,4/30/2024,60710,60710 Accounting Fees,G&A,General & Administrative,EXPENSES,"9,200 "
934,4/30/2024,60720,60720 Consulting Fees,G&A,General & Administrative,EXPENSES,"5,500 "
935,4/30/2024,60730,60730 Legal Fees,G&A,General & Administrative,EXPENSES,"8,200 "
936,4/30/2024,60740,60740 Recruiting Fees,G&A,General & Administrative,EXPENSES,"27,800 "
937,4/30/2024,80100,80100 Depreciation Expense,G&A,General & Administrative,EXPENSES,"2,000 "
938,4/30/2024,80200,80200 Interest Expense,G&A,General & Administrative,EXPENSES,"2,900 "
939,4/30/2024,60400,60400 Dues & Subscriptions,R&D,Research & Development,EXPENSES,"3,000 "
940,4/30/2024,60810,60810 Salary & Wages,R&D,Research & Development,EXPENSES,"101,000 "
941,4/30/2024,60820,60820 Payroll Taxes,R&D,Research & Development,EXPENSES,"8,080 "
942,4/30/2024,60830,60830 Health Insurance,R&D,Research & Development,EXPENSES,"10,100 "
943,4/30/2024,60840,60840 Payroll Processing Fees,R&D,Research & Development,EXPENSES,"2,525 "
944,4/30/2024,60100,60100 Advertising & Marketing,S&M,Sales & Marketing,EXPENSES,"42,000 "
945,4/30/2024,60810,60810 Salary & Wages,S&M,Sales & Marketing,EXPENSES,"77,500 "
946,4/30/2024,60820,60820 Payroll Taxes,S&M,Sales & Marketing,EXPENSES,"6,200 "
947,4/30/2024,60830,60830 Health Insurance,S&M,Sales & Marketing,EXPENSES,"7,750 "
948,4/30/2024,60840,60840 Payroll Processing Fees,S&M,Sales & Marketing,EXPENSES,"1,938 "
949,4/30/2024,61010,61010 Lodging,S&M,Sales & Marketing,EXPENSES,"5,000 "
950,4/30/2024,61020,61020 Meals & Entertainment,S&M,Sales & Marketing,EXPENSES,"7,500 "
951,4/30/2024,61030,61030 Travel,S&M,Sales & Marketing,EXPENSES,"10,000 "
952,5/31/2024,60810,60810 Salary & Wages,CS,Customer Support,EXPENSES,"68,000 "
953,5/31/2024,60820,60820 Payroll Taxes,CS,Customer Support,EXPENSES,"5,440 "
954,5/31/2024,60830,60830 Health Insurance,CS,Customer Support,EXPENSES,"6,800 "
955,5/31/2024,60840,60840 Payroll Processing Fees,CS,Customer Support,EXPENSES,"1,700 "
956,5/31/2024,40200,40200 Product Revenue,G&A,General & Administrative,REVENUE,"140,000 "
957,5/31/2024,40100,40100 SaaS Revenue,G&A,General & Administrative,REVENUE,"500,000 "
958,5/31/2024,50210,50210 Product Costs,G&A,General & Administrative,EXPENSES,"85,000 "
959,5/31/2024,50100,50100 Web Domain & Hosting Fees,G&A,General & Administrative,EXPENSES,"25,000 "
960,5/31/2024,50200,50200 Merchant Account Fees,G&A,General & Administrative,EXPENSES,"25,600 "
961,5/31/2024,60100,60100 Advertising & Marketing,G&A,General & Administrative,EXPENSES,"38,000 "
962,5/31/2024,60500,60500 Insurance,G&A,General & Administrative,EXPENSES,"4,100 "
963,5/31/2024,60620,60620 Rent & Lease,G&A,General & Administrative,EXPENSES,"5,100 "
964,5/31/2024,60630,60630 Utilities,G&A,General & Administrative,EXPENSES,"16,500 "
965,5/31/2024,60810,60810 Salary & Wages,G&A,General & Administrative,EXPENSES,"56,000 "
966,5/31/2024,60820,60820 Payroll Taxes,G&A,General & Administrative,EXPENSES,"4,480 "
967,5/31/2024,60830,60830 Health Insurance,G&A,General & Administrative,EXPENSES,"5,600 "
968,5/31/2024,60840,60840 Payroll Processing Fees,G&A,General & Administrative,EXPENSES,"1,400 "
969,5/31/2024,60850,60850 Commissions Expense,G&A,General & Administrative,EXPENSES,"54,800 "
970,5/31/2024,60710,60710 Accounting Fees,G&A,General & Administrative,EXPENSES,"9,200 "
971,5/31/2024,60720,60720 Consulting Fees,G&A,General & Administrative,EXPENSES,"5,500 "
972,5/31/2024,60730,60730 Legal Fees,G&A,General & Administrative,EXPENSES,"8,200 "
973,5/31/2024,60740,60740 Recruiting Fees,G&A,General & Administrative,EXPENSES,"27,800 "
974,5/31/2024,80100,80100 Depreciation Expense,G&A,General & Administrative,EXPENSES,"2,000 "
975,5/31/2024,80200,80200 Interest Expense,G&A,General & Administrative,EXPENSES,"2,900 "
976,5/31/2024,60400,60400 Dues & Subscriptions,R&D,Research & Development,EXPENSES,"3,000 "
977,5/31/2024,60810,60810 Salary & Wages,R&D,Research & Development,EXPENSES,"101,000 "
978,5/31/2024,60820,60820 Payroll Taxes,R&D,Research & Development,EXPENSES,"8,080 "
979,5/31/2024,60830,60830 Health Insurance,R&D,Research & Development,EXPENSES,"10,100 "
980,5/31/2024,60840,60840 Payroll Processing Fees,R&D,Research & Development,EXPENSES,"2,525 "
981,5/31/2024,60100,60100 Advertising & Marketing,S&M,Sales & Marketing,EXPENSES,"43,000 "
982,5/31/2024,60810,60810 Salary & Wages,S&M,Sales & Marketing,EXPENSES,"79,000 "
983,5/31/2024,60820,60820 Payroll Taxes,S&M,Sales & Marketing,EXPENSES,"6,320 "
984,5/31/2024,60830,60830 Health Insurance,S&M,Sales & Marketing,EXPENSES,"7,900 "
985,5/31/2024,60840,60840 Payroll Processing Fees,S&M,Sales & Marketing,EXPENSES,"1,975 "
986,6/30/2024,60810,60810 Salary & Wages,CS,Customer Support,EXPENSES,"68,000 "
987,6/30/2024,60820,60820 Payroll Taxes,CS,Customer Support,EXPENSES,"5,440 "
988,6/30/2024,60830,60830 Health Insurance,CS,Customer Support,EXPENSES,"6,800 "
989,6/30/2024,60840,60840 Payroll Processing Fees,CS,Customer Support,EXPENSES,"1,700 "
990,6/30/2024,40200,40200 Product Revenue,G&A,General & Administrative,REVENUE,"142,500 "
991,6/30/2024,40100,40100 SaaS Revenue,G&A,General & Administrative,REVENUE,"500,000 "
992,6/30/2024,50210,50210 Product Costs,G&A,General & Administrative,EXPENSES,"85,000 "
993,6/30/2024,50100,50100 Web Domain & Hosting Fees,G&A,General & Administrative,EXPENSES,"25,000 "
994,6/30/2024,50200,50200 Merchant Account Fees,G&A,General & Administrative,EXPENSES,"25,700 "
995,6/30/2024,60100,60100 Advertising & Marketing,G&A,General & Administrative,EXPENSES,"38,800 "
996,6/30/2024,60500,60500 Insurance,G&A,General & Administrative,EXPENSES,"4,100 "
997,6/30/2024,60620,60620 Rent & Lease,G&A,General & Administrative,EXPENSES,"5,100 "
998,6/30/2024,60630,60630 Utilities,G&A,General & Administrative,EXPENSES,"16,500 "
999,6/30/2024,60810,60810 Salary & Wages,G&A,General & Administrative,EXPENSES,"56,000 "
1000,6/30/2024,60820,60820 Payroll Taxes,G&A,General & Administrative,EXPENSES,"4,480 "
1001,6/30/2024,60830,60830 Health Insurance,G&A,General & Administrative,EXPENSES,"5,600 "
1002,6/30/2024,60840,60840 Payroll Processing Fees,G&A,General & Administrative,EXPENSES,"1,400 "
1003,6/30/2024,60850,60850 Commissions Expense,G&A,General & Administrative,EXPENSES,"56,500 "
1004,6/30/2024,60710,60710 Accounting Fees,G&A,General & Administrative,EXPENSES,"9,200 "
1005,6/30/2024,60720,60720 Consulting Fees,G&A,General & Administrative,EXPENSES,"5,500 "
1006,6/30/2024,60730,60730 Legal Fees,G&A,General & Administrative,EXPENSES,"8,200 "
1007,6/30/2024,60740,60740 Recruiting Fees,G&A,General & Administrative,EXPENSES,"27,800 "
1008,6/30/2024,80100,80100 Depreciation Expense,G&A,General & Administrative,EXPENSES,"2,000 "
1009,6/30/2024,80200,80200 Interest Expense,G&A,General & Administrative,EXPENSES,"2,900 "
1010,6/30/2024,60400,60400 Dues & Subscriptions,R&D,Research & Development,EXPENSES,"3,000 "
1011,6/30/2024,60810,60810 Salary & Wages,R&D,Research & Development,EXPENSES,"103,000 "
1012,6/30/2024,60820,60820 Payroll Taxes,R&D,Research & Development,EXPENSES,"8,240 "
1013,6/30/2024,60830,60830 Health Insurance,R&D,Research & Development,EXPENSES,"10,300 "
1014,6/30/2024,60840,60840 Payroll Processing Fees,R&D,Research & Development,EXPENSES,"2,575 "
1015,6/30/2024,60100,60100 Advertising & Marketing,S&M,Sales & Marketing,EXPENSES,"44,000 "
1016,6/30/2024,60810,60810 Salary & Wages,S&M,Sales & Marketing,EXPENSES,"79,000 "
1017,6/30/2024,60820,60820 Payroll Taxes,S&M,Sales & Marketing,EXPENSES,"6,320 "
1018,6/30/2024,60830,60830 Health Insurance,S&M,Sales & Marketing,EXPENSES,"7,900 "
1019,6/30/2024,60840,60840 Payroll Processing Fees,S&M,Sales & Marketing,EXPENSES,"1,975 "
1020,7/31/2024,60810,60810 Salary & Wages,CS,Customer Support,EXPENSES,"69,500 "
1021,7/31/2024,60820,60820 Payroll Taxes,CS,Customer Support,EXPENSES,"5,560 "
1022,7/31/2024,60830,60830 Health Insurance,CS,Customer Support,EXPENSES,"6,950 "
1023,7/31/2024,60840,60840 Payroll Processing Fees,CS,Customer Support,EXPENSES,"1,738 "
1024,7/31/2024,40200,40200 Product Revenue,G&A,General & Administrative,REVENUE,"145,000 "
1025,7/31/2024,40100,40100 SaaS Revenue,G&A,General & Administrative,REVENUE,"500,000 "
1026,7/31/2024,50210,50210 Product Costs,G&A,General & Administrative,EXPENSES,"90,000 "
1027,7/31/2024,50100,50100 Web Domain & Hosting Fees,G&A,General & Administrative,EXPENSES,"25,000 "
1028,7/31/2024,50200,50200 Merchant Account Fees,G&A,General & Administrative,EXPENSES,"25,800 "
1029,7/31/2024,60100,60100 Advertising & Marketing,G&A,General & Administrative,EXPENSES,"39,500 "
1030,7/31/2024,60500,60500 Insurance,G&A,General & Administrative,EXPENSES,"4,100 "
1031,7/31/2024,60620,60620 Rent & Lease,G&A,General & Administrative,EXPENSES,"5,100 "
1032,7/31/2024,60630,60630 Utilities,G&A,General & Administrative,EXPENSES,"16,500 "
1033,7/31/2024,60810,60810 Salary & Wages,G&A,General & Administrative,EXPENSES,"61,000 "
1034,7/31/2024,60820,60820 Payroll Taxes,G&A,General & Administrative,EXPENSES,"4,880 "
1035,7/31/2024,60830,60830 Health Insurance,G&A,General & Administrative,EXPENSES,"6,100 "
1036,7/31/2024,60840,60840 Payroll Processing Fees,G&A,General & Administrative,EXPENSES,"1,525 "
1037,7/31/2024,60850,60850 Commissions Expense,G&A,General & Administrative,EXPENSES,"58,500 "
1038,7/31/2024,60710,60710 Accounting Fees,G&A,General & Administrative,EXPENSES,"9,200 "
1039,7/31/2024,60720,60720 Consulting Fees,G&A,General & Administrative,EXPENSES,"5,500 "
1040,7/31/2024,60730,60730 Legal Fees,G&A,General & Administrative,EXPENSES,"8,200 "
1041,7/31/2024,60740,60740 Recruiting Fees,G&A,General & Administrative,EXPENSES,"27,800 "
1042,7/31/2024,80100,80100 Depreciation Expense,G&A,General & Administrative,EXPENSES,"2,100 "
1043,7/31/2024,80200,80200 Interest Expense,G&A,General & Administrative,EXPENSES,"3,000 "
1044,7/31/2024,60400,60400 Dues & Subscriptions,R&D,Research & Development,EXPENSES,"3,000 "
1045,7/31/2024,60810,60810 Salary & Wages,R&D,Research & Development,EXPENSES,"103,000 "
1046,7/31/2024,60820,60820 Payroll Taxes,R&D,Research & Development,EXPENSES,"8,240 "
1047,7/31/2024,60830,60830 Health Insurance,R&D,Research & Development,EXPENSES,"10,300 "
1048,7/31/2024,60840,60840 Payroll Processing Fees,R&D,Research & Development,EXPENSES,"2,575 "
1049,7/31/2024,60100,60100 Advertising & Marketing,S&M,Sales & Marketing,EXPENSES,"45,000 "
1050,7/31/2024,60810,60810 Salary & Wages,S&M,Sales & Marketing,EXPENSES,"80,500 "
1051,7/31/2024,60820,60820 Payroll Taxes,S&M,Sales & Marketing,EXPENSES,"6,440 "
1052,7/31/2024,60830,60830 Health Insurance,S&M,Sales & Marketing,EXPENSES,"8,050 "
1053,7/31/2024,60840,60840 Payroll Processing Fees,S&M,Sales & Marketing,EXPENSES,"2,013 "
1054,8/31/2024,60810,60810 Salary & Wages,CS,Customer Support,EXPENSES,"69,500 "
1055,8/31/2024,60820,60820 Payroll Taxes,CS,Customer Support,EXPENSES,"5,560 "
1056,8/31/2024,60830,60830 Health Insurance,CS,Customer Support,EXPENSES,"6,950 "
1057,8/31/2024,60840,60840 Payroll Processing Fees,CS,Customer Support,EXPENSES,"1,738 "
1058,8/31/2024,40200,40200 Product Revenue,G&A,General & Administrative,REVENUE,"147,500 "
1059,8/31/2024,40100,40100 SaaS Revenue,G&A,General & Administrative,REVENUE,"600,000 "
1060,8/31/2024,50210,50210 Product Costs,G&A,General & Administrative,EXPENSES,"90,000 "
1061,8/31/2024,50100,50100 Web Domain & Hosting Fees,G&A,General & Administrative,EXPENSES,"30,000 "
1062,8/31/2024,50200,50200 Merchant Account Fees,G&A,General & Administrative,EXPENSES,"29,900 "
1063,8/31/2024,60100,60100 Advertising & Marketing,G&A,General & Administrative,EXPENSES,"40,200 "
1064,8/31/2024,60500,60500 Insurance,G&A,General & Administrative,EXPENSES,"4,100 "
1065,8/31/2024,60620,60620 Rent & Lease,G&A,General & Administrative,EXPENSES,"5,100 "
1066,8/31/2024,60630,60630 Utilities,G&A,General & Administrative,EXPENSES,"16,500 "
1067,8/31/2024,60810,60810 Salary & Wages,G&A,General & Administrative,EXPENSES,"61,000 "
1068,8/31/2024,60820,60820 Payroll Taxes,G&A,General & Administrative,EXPENSES,"4,880 "
1069,8/31/2024,60830,60830 Health Insurance,G&A,General & Administrative,EXPENSES,"6,100 "
1070,8/31/2024,60840,60840 Payroll Processing Fees,G&A,General & Administrative,EXPENSES,"1,525 "
1071,8/31/2024,60850,60850 Commissions Expense,G&A,General & Administrative,EXPENSES,"60,800 "
1072,8/31/2024,60710,60710 Accounting Fees,G&A,General & Administrative,EXPENSES,"9,200 "
1073,8/31/2024,60720,60720 Consulting Fees,G&A,General & Administrative,EXPENSES,"5,500 "
1074,8/31/2024,60730,60730 Legal Fees,G&A,General & Administrative,EXPENSES,"8,200 "
1075,8/31/2024,60740,60740 Recruiting Fees,G&A,General & Administrative,EXPENSES,"27,800 "
1076,8/31/2024,80100,80100 Depreciation Expense,G&A,General & Administrative,EXPENSES,"2,100 "
1077,8/31/2024,80200,80200 Interest Expense,G&A,General & Administrative,EXPENSES,"3,000 "
1078,8/31/2024,60400,60400 Dues & Subscriptions,R&D,Research & Development,EXPENSES,"3,000 "
1079,8/31/2024,60810,60810 Salary & Wages,R&D,Research & Development,EXPENSES,"105,000 "
1080,8/31/2024,60820,60820 Payroll Taxes,R&D,Research & Development,EXPENSES,"8,400 "
1081,8/31/2024,60830,60830 Health Insurance,R&D,Research & Development,EXPENSES,"10,500 "
1082,8/31/2024,60840,60840 Payroll Processing Fees,R&D,Research & Development,EXPENSES,"2,625 "
1083,8/31/2024,60100,60100 Advertising & Marketing,S&M,Sales & Marketing,EXPENSES,"46,000 "
1084,8/31/2024,60810,60810 Salary & Wages,S&M,Sales & Marketing,EXPENSES,"80,500 "
1085,8/31/2024,60820,60820 Payroll Taxes,S&M,Sales & Marketing,EXPENSES,"6,440 "
1086,8/31/2024,60830,60830 Health Insurance,S&M,Sales & Marketing,EXPENSES,"8,050 "
1087,8/31/2024,60840,60840 Payroll Processing Fees,S&M,Sales & Marketing,EXPENSES,"2,013 "
1088,8/31/2024,61010,61010 Lodging,S&M,Sales & Marketing,EXPENSES,"5,000 "
1089,8/31/2024,61020,61020 Meals & Entertainment,S&M,Sales & Marketing,EXPENSES,"7,500 "
1090,8/31/2024,61030,61030 Travel,S&M,Sales & Marketing,EXPENSES,"10,000 "
1091,9/30/2024,60810,60810 Salary & Wages,CS,Customer Support,EXPENSES,"69,500 "
1092,9/30/2024,60820,60820 Payroll Taxes,CS,Customer Support,EXPENSES,"5,560 "
1093,9/30/2024,60830,60830 Health Insurance,CS,Customer Support,EXPENSES,"6,950 "
1094,9/30/2024,60840,60840 Payroll Processing Fees,CS,Customer Support,EXPENSES,"1,738 "
1095,9/30/2024,40200,40200 Product Revenue,G&A,General & Administrative,REVENUE,"150,000 "
1096,9/30/2024,40100,40100 SaaS Revenue,G&A,General & Administrative,REVENUE,"600,000 "
1097,9/30/2024,50210,50210 Product Costs,G&A,General & Administrative,EXPENSES,"90,000 "
1098,9/30/2024,50100,50100 Web Domain & Hosting Fees,G&A,General & Administrative,EXPENSES,"30,000 "
1099,9/30/2024,50200,50200 Merchant Account Fees,G&A,General & Administrative,EXPENSES,"30,000 "
1100,9/30/2024,60100,60100 Advertising & Marketing,G&A,General & Administrative,EXPENSES,"41,000 "
1101,9/30/2024,60500,60500 Insurance,G&A,General & Administrative,EXPENSES,"4,100 "
1102,9/30/2024,60620,60620 Rent & Lease,G&A,General & Administrative,EXPENSES,"5,100 "
1103,9/30/2024,60630,60630 Utilities,G&A,General & Administrative,EXPENSES,"16,500 "
1104,9/30/2024,60810,60810 Salary & Wages,G&A,General & Administrative,EXPENSES,"61,000 "
1105,9/30/2024,60820,60820 Payroll Taxes,G&A,General & Administrative,EXPENSES,"4,880 "
1106,9/30/2024,60830,60830 Health Insurance,G&A,General & Administrative,EXPENSES,"6,100 "
1107,9/30/2024,60840,60840 Payroll Processing Fees,G&A,General & Administrative,EXPENSES,"1,525 "
1108,9/30/2024,60850,60850 Commissions Expense,G&A,General & Administrative,EXPENSES,"59,800 "
1109,9/30/2024,60710,60710 Accounting Fees,G&A,General & Administrative,EXPENSES,"9,200 "
1110,9/30/2024,60720,60720 Consulting Fees,G&A,General & Administrative,EXPENSES,"5,500 "
1111,9/30/2024,60730,60730 Legal Fees,G&A,General & Administrative,EXPENSES,"8,200 "
1112,9/30/2024,60740,60740 Recruiting Fees,G&A,General & Administrative,EXPENSES,"27,800 "
1113,9/30/2024,80100,80100 Depreciation Expense,G&A,General & Administrative,EXPENSES,"2,100 "
1114,9/30/2024,80200,80200 Interest Expense,G&A,General & Administrative,EXPENSES,"3,000 "
1115,9/30/2024,60400,60400 Dues & Subscriptions,R&D,Research & Development,EXPENSES,"3,000 "
1116,9/30/2024,60810,60810 Salary & Wages,R&D,Research & Development,EXPENSES,"105,000 "
1117,9/30/2024,60820,60820 Payroll Taxes,R&D,Research & Development,EXPENSES,"8,400 "
1118,9/30/2024,60830,60830 Health Insurance,R&D,Research & Development,EXPENSES,"10,500 "
1119,9/30/2024,60840,60840 Payroll Processing Fees,R&D,Research & Development,EXPENSES,"2,625 "
1120,9/30/2024,60100,60100 Advertising & Marketing,S&M,Sales & Marketing,EXPENSES,"47,000 "
1121,9/30/2024,60810,60810 Salary & Wages,S&M,Sales & Marketing,EXPENSES,"80,500 "
1122,9/30/2024,60820,60820 Payroll Taxes,S&M,Sales & Marketing,EXPENSES,"6,440 "
1123,9/30/2024,60830,60830 Health Insurance,S&M,Sales & Marketing,EXPENSES,"8,050 "
1124,9/30/2024,60840,60840 Payroll Processing Fees,S&M,Sales & Marketing,EXPENSES,"2,013 "
1125,10/31/2024,60810,60810 Salary & Wages,CS,Customer Support,EXPENSES,"71,000 "
1126,10/31/2024,60820,60820 Payroll Taxes,CS,Customer Support,EXPENSES,"5,680 "
1127,10/31/2024,60830,60830 Health Insurance,CS,Customer Support,EXPENSES,"7,100 "
1128,10/31/2024,60840,60840 Payroll Processing Fees,CS,Customer Support,EXPENSES,"1,775 "
1129,10/31/2024,40200,40200 Product Revenue,G&A,General & Administrative,REVENUE,"152,500 "
1130,10/31/2024,40100,40100 SaaS Revenue,G&A,General & Administrative,REVENUE,"600,000 "
1131,10/31/2024,50210,50210 Product Costs,G&A,General & Administrative,EXPENSES,"95,000 "
1132,10/31/2024,50100,50100 Web Domain & Hosting Fees,G&A,General & Administrative,EXPENSES,"30,000 "
1133,10/31/2024,50200,50200 Merchant Account Fees,G&A,General & Administrative,EXPENSES,"30,100 "
1134,10/31/2024,60100,60100 Advertising & Marketing,G&A,General & Administrative,EXPENSES,"44,000 "
1135,10/31/2024,60500,60500 Insurance,G&A,General & Administrative,EXPENSES,"4,100 "
1136,10/31/2024,60620,60620 Rent & Lease,G&A,General & Administrative,EXPENSES,"5,100 "
1137,10/31/2024,60630,60630 Utilities,G&A,General & Administrative,EXPENSES,"16,500 "
1138,10/31/2024,60810,60810 Salary & Wages,G&A,General & Administrative,EXPENSES,"66,000 "
1139,10/31/2024,60820,60820 Payroll Taxes,G&A,General & Administrative,EXPENSES,"5,280 "
1140,10/31/2024,60830,60830 Health Insurance,G&A,General & Administrative,EXPENSES,"6,600 "
1141,10/31/2024,60840,60840 Payroll Processing Fees,G&A,General & Administrative,EXPENSES,"1,650 "
1142,10/31/2024,60850,60850 Commissions Expense,G&A,General & Administrative,EXPENSES,"61,500 "
1143,10/31/2024,60710,60710 Accounting Fees,G&A,General & Administrative,EXPENSES,"9,200 "
1144,10/31/2024,60720,60720 Consulting Fees,G&A,General & Administrative,EXPENSES,"5,500 "
1145,10/31/2024,60730,60730 Legal Fees,G&A,General & Administrative,EXPENSES,"8,200 "
1146,10/31/2024,60740,60740 Recruiting Fees,G&A,General & Administrative,EXPENSES,"27,800 "
1147,10/31/2024,80100,80100 Depreciation Expense,G&A,General & Administrative,EXPENSES,"2,100 "
1148,10/31/2024,80200,80200 Interest Expense,G&A,General & Administrative,EXPENSES,"3,000 "
1149,10/31/2024,60400,60400 Dues & Subscriptions,R&D,Research & Development,EXPENSES,"3,000 "
1150,10/31/2024,60810,60810 Salary & Wages,R&D,Research & Development,EXPENSES,"105,000 "
